Accession,Clade,genome_count,total_genomes,freq
VFG019770(gb|WP_003100938),2,2605,2839,0.9175766114829165
VFG019771(gb|WP_012613502),1,8737,8740,0.9996567505720824
VFG019771(gb|WP_012613502),2,2838,2839,0.9996477632969355
VFG019772(gb|WP_015886333),1,25,8740,0.002860411899313501
VFG019773(gb|WP_003084598),1,8716,8740,0.997254004576659
VFG019773(gb|WP_003084598),2,2833,2839,0.9978865797816132
VFG019774(gb|WP_012613503),1,8224,8740,0.9409610983981693
VFG019774(gb|WP_012613503),2,2590,2839,0.9122930609369496
VFG019776(gb|WP_003117898),1,8248,8740,0.9437070938215103
VFG019776(gb|WP_003117898),2,2603,2839,0.9168721380767876
VFG019778(gb|WP_003084610),1,8239,8740,0.9426773455377574
VFG019778(gb|WP_003084610),2,2596,2839,0.9144064811553364
VFG019780(gb|WP_014602695),1,3035,8740,0.34725400457665906
VFG019780(gb|WP_014602695),2,61,2839,0.021486438886932017
VFG019781(gb|WP_012613866),1,3034,8740,0.3471395881006865
VFG019781(gb|WP_012613866),2,57,2839,0.020077492074674182
VFG019782(gb|WP_003163315),1,3033,8740,0.34702517162471397
VFG019782(gb|WP_003163315),2,58,2839,0.020429728777738642
VFG019783(gb|WP_012613867),1,3034,8740,0.3471395881006865
VFG019783(gb|WP_012613867),2,57,2839,0.020077492074674182
VFG019784(gb|WP_172668778),1,2902,8740,0.3320366132723112
VFG019784(gb|WP_172668778),2,57,2839,0.020077492074674182
VFG019785(gb|WP_012613869),1,3038,8740,0.34759725400457664
VFG019785(gb|WP_012613869),2,57,2839,0.020077492074674182
VFG019786(gb|WP_003122253),1,3034,8740,0.3471395881006865
VFG019786(gb|WP_003122253),2,57,2839,0.020077492074674182
VFG019787(gb|WP_003122254),1,3034,8740,0.3471395881006865
VFG019787(gb|WP_003122254),2,57,2839,0.020077492074674182
VFG019788(gb|WP_016253165),1,2904,8740,0.3322654462242563
VFG019788(gb|WP_016253165),2,56,2839,0.019725255371609723
VFG019789(gb|WP_003452706),1,3034,8740,0.3471395881006865
VFG019789(gb|WP_003452706),2,57,2839,0.020077492074674182
VFG019790(gb|WP_003122257),1,8485,8740,0.9708237986270023
VFG019790(gb|WP_003122257),2,2830,2839,0.9968298696724198
VFG019795(gb|WP_003082153),1,8107,8740,0.9275743707093822
VFG019795(gb|WP_003082153),2,2598,2839,0.9151109545614653
VFG019797(gb|WP_003082154),1,8597,8740,0.9836384439359268
VFG019797(gb|WP_003082154),2,2839,2839,1
VFG019803(gb|WP_003082166),1,8239,8740,0.9426773455377574
VFG019803(gb|WP_003082166),2,2598,2839,0.9151109545614653
VFG019805(gb|WP_003082169),1,8737,8740,0.9996567505720824
VFG019805(gb|WP_003082169),2,2839,2839,1
VFG019807(gb|WP_003116316),1,8738,8740,0.9997711670480549
VFG019807(gb|WP_003116316),2,2839,2839,1
VFG019809(gb|WP_003112507),1,3564,8740,0.4077803203661327
VFG019809(gb|WP_003112507),2,451,2839,0.15885875308207115
VFG019811(gb|WP_003112506),1,3562,8740,0.4075514874141876
VFG019811(gb|WP_003112506),2,449,2839,0.15815427967594223
VFG019815(gb|WP_003082188),1,3346,8740,0.382837528604119
VFG019815(gb|WP_003082188),2,417,2839,0.14688270517787955
VFG019817(gb|WP_003082190),1,3599,8740,0.4117848970251716
VFG019817(gb|WP_003082190),2,450,2839,0.1585065163790067
VFG019819(gb|WP_003082192),1,3345,8740,0.38272311212814647
VFG019819(gb|WP_003082192),2,417,2839,0.14688270517787955
VFG019823(gb|WP_003086448),1,8736,8740,0.9995423340961098
VFG019823(gb|WP_003086448),2,2839,2839,1
VFG019825(gb|WP_012614401),1,8737,8740,0.9996567505720824
VFG019825(gb|WP_012614401),2,2838,2839,0.9996477632969355
VFG019827(gb|WP_003082202),1,8737,8740,0.9996567505720824
VFG019827(gb|WP_003082202),2,2838,2839,0.9996477632969355
VFG019828(gb|WP_015885195),1,1,8740,1.1441647597254005e-4
VFG019829(gb|WP_003086454),1,8166,8740,0.934324942791762
VFG019829(gb|WP_003086454),2,2577,2839,0.9077139837971117
VFG019831(gb|WP_012614400),1,8739,8740,0.9998855835240275
VFG019831(gb|WP_012614400),2,2839,2839,1
VFG019833(gb|WP_003082212),1,8697,8740,0.9950800915331808
VFG019833(gb|WP_003082212),2,2838,2839,0.9996477632969355
VFG019835(gb|WP_003449045),1,8249,8740,0.9438215102974828
VFG019835(gb|WP_003449045),2,2601,2839,0.9161676646706587
VFG019837(gb|WP_003086458),1,8739,8740,0.9998855835240275
VFG019837(gb|WP_003086458),2,2839,2839,1
VFG019841(gb|WP_003083038),1,8731,8740,0.9989702517162471
VFG019841(gb|WP_003083038),2,2839,2839,1
VFG019847(gb|WP_003083049),1,8215,8740,0.9399313501144165
VFG019847(gb|WP_003083049),2,2589,2839,0.9119408242338851
VFG019851(gb|WP_003083052),1,8244,8740,0.9432494279176201
VFG019851(gb|WP_003083052),2,2600,2839,0.9158154279675942
VFG019855(gb|WP_003083054),1,8189,8740,0.9369565217391305
VFG019855(gb|WP_003083054),2,2599,2839,0.9154631912645298
VFG019859(gb|WP_003083059),1,8735,8740,0.9994279176201373
VFG019859(gb|WP_003083059),2,2839,2839,1
VFG019861(gb|WP_003083061),1,8735,8740,0.9994279176201373
VFG019861(gb|WP_003083061),2,2827,2839,0.9957731595632265
VFG019865(gb|WP_003083070),1,8242,8740,0.943020594965675
VFG019865(gb|WP_003083070),2,2587,2839,0.9112363508277562
VFG019867(gb|WP_003098745),1,8246,8740,0.9434782608695652
VFG019867(gb|WP_003098745),2,2595,2839,0.9140542444522719
VFG019869(gb|WP_003098742),1,8215,8740,0.9399313501144165
VFG019869(gb|WP_003098742),2,2582,2839,0.9094751673124339
VFG019871(gb|WP_003091733),1,8225,8740,0.9410755148741419
VFG019871(gb|WP_003091733),2,2586,2839,0.9108841141246918
VFG019873(gb|WP_003095673),1,8739,8740,0.9998855835240275
VFG019873(gb|WP_003095673),2,2813,2839,0.9908418457203241
VFG019877(gb|WP_003159935),1,8244,8740,0.9432494279176201
VFG019877(gb|WP_003159935),2,2586,2839,0.9108841141246918
VFG019879(gb|WP_012614339),1,8261,8740,0.9451945080091533
VFG019879(gb|WP_012614339),2,2603,2839,0.9168721380767876
VFG019885(gb|WP_003119545),1,8740,8740,1
VFG019885(gb|WP_003119545),2,2839,2839,1
VFG019887(gb|WP_003092101),1,8740,8740,1
VFG019887(gb|WP_003092101),2,2839,2839,1
VFG019889(gb|WP_003110463),1,8740,8740,1
VFG019889(gb|WP_003110463),2,2839,2839,1
VFG019891(gb|WP_003110464),1,8740,8740,1
VFG019891(gb|WP_003110464),2,2839,2839,1
VFG019893(gb|WP_003110465),1,8740,8740,1
VFG019893(gb|WP_003110465),2,2839,2839,1
VFG019895(gb|WP_012613748),1,8740,8740,1
VFG019895(gb|WP_012613748),2,2839,2839,1
VFG019897(gb|WP_012613747),1,8740,8740,1
VFG019897(gb|WP_012613747),2,2839,2839,1
VFG019899(gb|WP_003110467),1,8740,8740,1
VFG019899(gb|WP_003110467),2,2839,2839,1
VFG019901(gb|WP_003092111),1,8739,8740,0.9998855835240275
VFG019901(gb|WP_003092111),2,2839,2839,1
VFG019903(gb|WP_003092112),1,8242,8740,0.943020594965675
VFG019903(gb|WP_003092112),2,2594,2839,0.9137020077492075
VFG019905(gb|WP_003092113),1,8740,8740,1
VFG019905(gb|WP_003092113),2,2839,2839,1
VFG019907(gb|WP_010792971),1,8740,8740,1
VFG019907(gb|WP_010792971),2,2839,2839,1
VFG019911(gb|WP_003101958),1,8240,8740,0.9427917620137299
VFG019911(gb|WP_003101958),2,2595,2839,0.9140542444522719
VFG019913(gb|WP_003085548),1,8291,8740,0.9486270022883295
VFG019913(gb|WP_003085548),2,2612,2839,0.9200422684043678
VFG019915(gb|WP_003110245),1,8210,8740,0.9393592677345538
VFG019915(gb|WP_003110245),2,2590,2839,0.9122930609369496
VFG019916(gb|WP_009315254),1,8739,8740,0.9998855835240275
VFG019916(gb|WP_009315254),2,2838,2839,0.9996477632969355
VFG019921(gb|WP_003145897),1,8739,8740,0.9998855835240275
VFG019921(gb|WP_003145897),2,2839,2839,1
VFG019923(gb|WP_003093256),1,8193,8740,0.9374141876430206
VFG019923(gb|WP_003093256),2,2579,2839,0.9084184572032405
VFG019924(gb|WP_012613725),1,8740,8740,1
VFG019924(gb|WP_012613725),2,2839,2839,1
VFG019926(gb|WP_003099228),1,7803,8740,0.89279176201373
VFG019926(gb|WP_003099228),2,1701,2839,0.5991546319126453
VFG019928(gb|WP_003120370),1,8234,8740,0.9421052631578948
VFG019928(gb|WP_003120370),2,2597,2839,0.9147587178584008
VFG019930(gb|WP_003092013),1,8223,8740,0.9408466819221968
VFG019930(gb|WP_003092013),2,2605,2839,0.9175766114829165
VFG019932(gb|WP_012613761),1,8685,8740,0.9937070938215103
VFG019932(gb|WP_012613761),2,2820,2839,0.9933075026417753
VFG019933(gb|WP_003082283),1,8250,8740,0.9439359267734554
VFG019933(gb|WP_003082283),2,2680,2839,0.943994364212751
VFG019934(gb|WP_003119559),1,8182,8740,0.9361556064073226
VFG019934(gb|WP_003119559),2,2542,2839,0.8953856991898556
VFG019935(gb|WP_003111059),1,8175,8740,0.9353546910755148
VFG019935(gb|WP_003111059),2,2516,2839,0.8862275449101796
VFG019939(gb|WP_012613418),1,8251,8740,0.9440503432494279
VFG019939(gb|WP_012613418),2,2603,2839,0.9168721380767876
VFG019941(gb|WP_003102426),1,8736,8740,0.9995423340961098
VFG019941(gb|WP_003102426),2,2838,2839,0.9996477632969355
VFG019942(gb|WP_012724914),1,64,8740,0.007322654462242563
VFG019942(gb|WP_012724914),2,10,2839,0.003522367030644593
VFG019943(gb|WP_003090351),1,8243,8740,0.9431350114416476
VFG019943(gb|WP_003090351),2,2591,2839,0.9126452976400141
VFG019945(gb|WP_003103203),1,8704,8740,0.9958810068649886
VFG019945(gb|WP_003103203),2,2838,2839,0.9996477632969355
VFG019946(gb|WP_003103206),1,8218,8740,0.94027459954233406
VFG019946(gb|WP_003103206),2,2601,2839,0.9161676646706587
VFG019947(gb|WP_003087672),1,8044,8740,0.9203661327231121
VFG019947(gb|WP_003087672),2,2562,2839,0.9024304332511448
VFG019948(gb|WP_012614298),1,8208,8740,0.9391304347826087
VFG019948(gb|WP_012614298),2,2595,2839,0.9140542444522719
VFG019949(gb|WP_012614297),1,8249,8740,0.9438215102974828
VFG019949(gb|WP_012614297),2,2608,2839,0.9186333215921099
VFG019950(gb|WP_003109497),1,8173,8740,0.9351258581235697
VFG019950(gb|WP_003109497),2,2591,2839,0.9126452976400141
VFG019951(gb|WP_012614296),1,8698,8740,0.9951945080091533
VFG019951(gb|WP_012614296),2,2839,2839,1
VFG019952(gb|WP_003087692),1,8221,8740,0.9406178489702517
VFG019952(gb|WP_003087692),2,2604,2839,0.9172243747798521
VFG019954(gb|WP_003087694),1,8162,8740,0.9338672768878719
VFG019954(gb|WP_003087694),2,2583,2839,0.9098274040154984
VFG019956(gb|WP_003087695),1,8134,8740,0.9306636155606407
VFG019956(gb|WP_003087695),2,2578,2839,0.9080662205001762
VFG019957(gb|WP_003087696),1,8696,8740,0.9949656750572082
VFG019957(gb|WP_003087696),2,2839,2839,1
VFG019961(gb|WP_004342870),1,8695,8740,0.9948512585812357
VFG019961(gb|WP_004342870),2,2839,2839,1
VFG019962(gb|WP_003113550),1,8213,8740,0.9397025171624714
VFG019962(gb|WP_003113550),2,2600,2839,0.9158154279675942
VFG019963(gb|WP_003100769),1,8160,8740,0.9336384439359268
VFG019963(gb|WP_003100769),2,2586,2839,0.9108841141246918
VFG019964(gb|WP_003100765),1,8156,8740,0.9331807780320366
VFG019964(gb|WP_003100765),2,2584,2839,0.9101796407185628
VFG019965(gb|WP_003120334),1,8200,8740,0.9382151029748284
VFG019965(gb|WP_003120334),2,2600,2839,0.9158154279675942
VFG019966(gb|WP_003100755),1,8199,8740,0.9381006864988558
VFG019966(gb|WP_003100755),2,2600,2839,0.9158154279675942
VFG019967(gb|WP_003120332),1,8156,8740,0.9331807780320366
VFG019967(gb|WP_003120332),2,2585,2839,0.9105318774216273
VFG019968(gb|WP_012614295),1,8682,8740,0.9933638443935927
VFG019968(gb|WP_012614295),2,2839,2839,1
VFG019969(gb|WP_012614294),1,8683,8740,0.9934782608695653
VFG019969(gb|WP_012614294),2,2839,2839,1
VFG019970(gb|WP_003100751),1,7978,8740,0.9128146453089245
VFG019970(gb|WP_003100751),2,2549,2839,0.8978513561113068
VFG019973(gb|WP_003122856),1,8164,8740,0.934096109839817
VFG019973(gb|WP_003122856),2,2587,2839,0.9112363508277562
VFG019975(gb|WP_004342903),1,8197,8740,0.9378718535469107
VFG019975(gb|WP_004342903),2,2598,2839,0.9151109545614653
VFG019976(gb|WP_003087734),1,8188,8740,0.9368421052631579
VFG019976(gb|WP_003087734),2,2594,2839,0.9137020077492075
VFG019978(gb|WP_003113791),1,8561,8740,0.9795194508009153
VFG019978(gb|WP_003113791),2,74,2839,0.02606551602676999
VFG019979(gb|WP_012613430),1,8692,8740,0.994508009153318
VFG019979(gb|WP_012613430),2,2838,2839,0.9996477632969355
VFG019980(gb|WP_003115517),1,8456,8740,0.9675057208237986
VFG019980(gb|WP_003115517),2,2421,2839,0.852765058119056
VFG019981(gb|WP_003106615),1,8705,8740,0.9959954233409611
VFG019981(gb|WP_003106615),2,2838,2839,0.9996477632969355
VFG019983(gb|WP_003083634),1,8703,8740,0.995766590389016
VFG019983(gb|WP_003083634),2,2838,2839,0.9996477632969355
VFG019985(gb|WP_003114657),1,8222,8740,0.9407322654462242
VFG019985(gb|WP_003114657),2,2599,2839,0.9154631912645298
VFG019987(gb|WP_004351957),1,8710,8740,0.9965675057208238
VFG019987(gb|WP_004351957),2,2838,2839,0.9996477632969355
VFG019989(gb|WP_012613435),1,8229,8740,0.941533180778032
VFG019989(gb|WP_012613435),2,2599,2839,0.9154631912645298
VFG019991(gb|WP_003106966),1,8228,8740,0.9414187643020595
VFG019991(gb|WP_003106966),2,2598,2839,0.9151109545614653
VFG019993(gb|WP_024082388),1,8712,8740,0.9967963386727688
VFG019993(gb|WP_024082388),2,2838,2839,0.9996477632969355
VFG019995(gb|WP_012613437),1,8712,8740,0.9967963386727688
VFG019995(gb|WP_012613437),2,2838,2839,0.9996477632969355
VFG019997(gb|WP_003115052),1,8708,8740,0.9963386727688787
VFG019997(gb|WP_003115052),2,2838,2839,0.9996477632969355
VFG020001(gb|WP_012613438),1,8395,8740,0.9605263157894737
VFG020001(gb|WP_012613438),2,2664,2839,0.9383585769637196
VFG020003(gb|WP_003104975),1,8690,8740,0.994279176201373
VFG020003(gb|WP_003104975),2,2831,2839,0.9971821063754843
VFG020005(gb|WP_003083666),1,8212,8740,0.9395881006864989
VFG020005(gb|WP_003083666),2,2590,2839,0.9122930609369496
VFG020007(gb|WP_003104973),1,8712,8740,0.9967963386727688
VFG020007(gb|WP_003104973),2,2838,2839,0.9996477632969355
VFG020011(gb|WP_003119488),1,8236,8740,0.9423340961098399
VFG020011(gb|WP_003119488),2,2602,2839,0.9165199013737232
VFG020014(gb|WP_003083676),1,8728,8740,0.9986270022883296
VFG020014(gb|WP_003083676),2,2837,2839,0.9992955265938711
VFG020016(gb|WP_003104969),1,8728,8740,0.9986270022883296
VFG020016(gb|WP_003104969),2,2836,2839,0.9989432898908066
VFG020018(gb|WP_012613439),1,8728,8740,0.9986270022883296
VFG020018(gb|WP_012613439),2,2837,2839,0.9992955265938711
VFG020019(gb|WP_015886561),1,1,8740,1.1441647597254005e-4
VFG020020(gb|WP_003142374),1,8692,8740,0.994508009153318
VFG020020(gb|WP_003142374),2,2820,2839,0.9933075026417753
VFG020022(gb|WP_012613549),1,8230,8740,0.9416475972540046
VFG020022(gb|WP_012613549),2,2596,2839,0.9144064811553364
VFG020023(gb|WP_003123955),1,7617,8740,0.8715102974828375
VFG020023(gb|WP_003123955),2,2445,2839,0.861218738992603
VFG020024(gb|WP_003093621),1,8065,8740,0.9227688787185355
VFG020024(gb|WP_003093621),2,2792,2839,0.9834448749559704
VFG020025(gb|WP_012613548),1,7679,8740,0.8786041189931351
VFG020025(gb|WP_012613548),2,2430,2839,0.8559351884466362
VFG020026(gb|WP_012613547),1,8675,8740,0.9925629290617849
VFG020026(gb|WP_012613547),2,2811,2839,0.9901373723141952
VFG020027(gb|WP_003117652),1,7667,8740,0.8772311212814645
VFG020027(gb|WP_003117652),2,2453,2839,0.8640366326171187
VFG020028(gb|WP_003112073),1,7410,8740,0.8478260869565217
VFG020028(gb|WP_003112073),2,2308,2839,0.8129623106727721
VFG020029(gb|WP_012614267),1,8234,8740,0.9421052631578948
VFG020029(gb|WP_012614267),2,2597,2839,0.9147587178584008
VFG020036(gb|WP_003093617),1,8682,8740,0.9933638443935927
VFG020036(gb|WP_003093617),2,2824,2839,0.9947164494540331
VFG020037(gb|WP_003093633),1,8718,8740,0.9974828375286041
VFG020037(gb|WP_003093633),2,2833,2839,0.9978865797816132
VFG020038(gb|WP_012613433),1,8652,8740,0.9899313501144165
VFG020038(gb|WP_012613433),2,2838,2839,0.9996477632969355
VFG020039(gb|WP_003120216),1,8735,8740,0.9994279176201373
VFG020039(gb|WP_003120216),2,2836,2839,0.9989432898908066
VFG020040(gb|WP_003113835),1,8739,8740,0.9998855835240275
VFG020040(gb|WP_003113835),2,2836,2839,0.9989432898908066
VFG020041(gb|WP_003159842),1,8729,8740,0.9987414187643021
VFG020041(gb|WP_003159842),2,2837,2839,0.9992955265938711
VFG020043(gb|WP_003101348),1,8712,8740,0.9967963386727688
VFG020043(gb|WP_003101348),2,2836,2839,0.9989432898908066
VFG020044(gb|WP_012614438),1,8739,8740,0.9998855835240275
VFG020044(gb|WP_012614438),2,2839,2839,1
VFG020045(gb|WP_012613840),1,8740,8740,1
VFG020045(gb|WP_012613840),2,2839,2839,1
VFG020046(gb|WP_012613422),1,8333,8740,0.9534324942791762
VFG020046(gb|WP_012613422),2,2616,2839,0.9214512152166255
VFG020047(gb|WP_012614391),1,8588,8740,0.9826086956521739
VFG020047(gb|WP_012614391),2,2766,2839,0.9742867206762945
VFG020049(gb|WP_003113685),1,8555,8740,0.9788329519450801
VFG020049(gb|WP_003113685),2,2777,2839,0.9781613244100035
VFG020051(gb|WP_003103624),1,8664,8740,0.991304347826087
VFG020051(gb|WP_003103624),2,2821,2839,0.9936597393448398
VFG020053(gb|WP_003103622),1,5375,8740,0.6149885583524027
VFG020053(gb|WP_003103622),2,1237,2839,0.4357168016907362
VFG020055(gb|WP_024082546),1,2277,8740,0.26052631578947366
VFG020055(gb|WP_024082546),2,151,2839,0.05318774216273336
VFG020057(gb|WP_012614138),1,2275,8740,0.2602974828375286
VFG020057(gb|WP_012614138),2,143,2839,0.05036984853821768
VFG020059(gb|WP_012614137),1,2381,8740,0.27242562929061787
VFG020059(gb|WP_012614137),2,146,2839,0.05142655864741106
VFG020061(gb|WP_012614136),1,8182,8740,0.9361556064073226
VFG020061(gb|WP_012614136),2,2586,2839,0.9108841141246918
VFG020063(gb|WP_012614135),1,2131,8740,0.24382151029748284
VFG020063(gb|WP_012614135),2,137,2839,0.04825642831983093
VFG020065(gb|WP_012614134),1,2277,8740,0.26052631578947366
VFG020065(gb|WP_012614134),2,145,2839,0.0510743219443466
VFG020069(gb|WP_148235954),1,2285,8740,0.261441647597254
VFG020069(gb|WP_148235954),2,147,2839,0.05177879535047552
VFG020070(gb|WP_012614131),1,2207,8740,0.2525171624713959
VFG020070(gb|WP_012614131),2,138,2839,0.04860866502289538
VFG020071(gb|WP_012723748),1,8185,8740,0.9364988558352403
VFG020071(gb|WP_012723748),2,2578,2839,0.9080662205001762
VFG020072(gb|WP_012614127),1,8673,8740,0.9923340961098398
VFG020072(gb|WP_012614127),2,2820,2839,0.9933075026417753
VFG020073(gb|WP_043205221),1,715,8740,0.08180778032036613
VFG020073(gb|WP_043205221),2,1427,2839,0.5026417752729835
VFG020074(gb|WP_012614121),1,8739,8740,0.9998855835240275
VFG020074(gb|WP_012614121),2,2839,2839,1
VFG020076(gb|WP_003116905),1,8198,8740,0.9379862700228833
VFG020076(gb|WP_003116905),2,2583,2839,0.9098274040154984
VFG020077(gb|WP_015885148),1,8116,8740,0.928604118993135
VFG020077(gb|WP_015885148),2,2581,2839,0.9091229306093696
VFG020079(gb|WP_015885149),1,2,8740,2.288329519450801e-4
VFG020080(gb|WP_012614120),1,4904,8740,0.5610983981693364
VFG020080(gb|WP_012614120),2,1135,2839,0.3997886579781613
VFG020082(gb|WP_025208403),1,2274,8740,0.2601830663615561
VFG020082(gb|WP_025208403),2,144,2839,0.05072208524128214
VFG020086(gb|WP_012613545),1,8722,8740,0.9979405034324943
VFG020086(gb|WP_012613545),2,2836,2839,0.9989432898908066
VFG020087(gb|WP_012613544),1,8713,8740,0.9969107551487414
VFG020087(gb|WP_012613544),2,2833,2839,0.9978865797816132
VFG020088(gb|WP_003115080),1,8702,8740,0.9956521739130435
VFG020088(gb|WP_003115080),2,2814,2839,0.9911940824233885
VFG020089(gb|WP_012613543),1,8738,8740,0.9997711670480549
VFG020089(gb|WP_012613543),2,2832,2839,0.9975343430785488
VFG020090(gb|WP_012613542),1,8740,8740,1
VFG020090(gb|WP_012613542),2,2837,2839,0.9992955265938711
VFG020091(gb|WP_003106955),1,8269,8740,0.9461098398169336
VFG020091(gb|WP_003106955),2,2605,2839,0.9175766114829165
VFG020092(gb|WP_003118945),1,8740,8740,1
VFG020092(gb|WP_003118945),2,2839,2839,1
VFG020093(gb|WP_003106952),1,8248,8740,0.9437070938215103
VFG020093(gb|WP_003106952),2,2601,2839,0.9161676646706587
VFG020094(gb|WP_003106950),1,8207,8740,0.9390160183066362
VFG020094(gb|WP_003106950),2,2578,2839,0.9080662205001762
VFG020095(gb|WP_012613541),1,8737,8740,0.9996567505720824
VFG020095(gb|WP_012613541),2,2837,2839,0.9992955265938711
VFG020096(gb|WP_003118950),1,8724,8740,0.9981693363844394
VFG020096(gb|WP_003118950),2,2836,2839,0.9989432898908066
VFG020161(gb|WP_000942800),2,1,2839,3.522367030644593e-4
VFG020167(gb|WP_000750143),1,1,8740,1.1441647597254005e-4
VFG020171(gb|WP_000026762),1,1,8740,1.1441647597254005e-4
VFG020172(gb|WP_012421470),1,2,8740,2.288329519450801e-4
VFG020317(gb|WP_012614130),1,2313,8740,0.2646453089244851
VFG020317(gb|WP_012614130),2,169,2839,0.059528002817893624
VFG020422(gb|WP_001120085),1,1,8740,1.1441647597254005e-4
VFG020423(gb|WP_001120077),1,1,8740,1.1441647597254005e-4
VFG020427(gb|WP_001120085),1,1,8740,1.1441647597254005e-4
VFG020428(gb|WP_001120090),1,1,8740,1.1441647597254005e-4
VFG020610(gb|WP_000258808),1,1,8740,1.1441647597254005e-4
VFG020611(gb|WP_000258824),1,1,8740,1.1441647597254005e-4
VFG020612(gb|WP_000258819),1,1,8740,1.1441647597254005e-4
VFG020614(gb|WP_000258805),1,1,8740,1.1441647597254005e-4
VFG020615(gb|WP_000258819),1,1,8740,1.1441647597254005e-4
VFG020617(gb|WP_000258807),1,1,8740,1.1441647597254005e-4
VFG020627(gb|WP_000245785),1,1,8740,1.1441647597254005e-4
VFG020628(gb|WP_000245788),1,1,8740,1.1441647597254005e-4
VFG020629(gb|WP_000245782),1,1,8740,1.1441647597254005e-4
VFG020630(gb|WP_000245788),1,1,8740,1.1441647597254005e-4
VFG020632(gb|WP_000245787),1,1,8740,1.1441647597254005e-4
VFG020633(gb|WP_000245788),1,1,8740,1.1441647597254005e-4
VFG020634(gb|WP_000245782),1,1,8740,1.1441647597254005e-4
VFG020635(gb|WP_000245782),1,1,8740,1.1441647597254005e-4
VFG020647(gb|WP_001166961),1,1,8740,1.1441647597254005e-4
VFG020648(gb|WP_001166952),1,1,8740,1.1441647597254005e-4
VFG020649(gb|WP_001166949),1,1,8740,1.1441647597254005e-4
VFG020650(gb|WP_001166951),1,1,8740,1.1441647597254005e-4
VFG020651(gb|WP_001166950),1,1,8740,1.1441647597254005e-4
VFG020652(gb|WP_001166962),1,1,8740,1.1441647597254005e-4
VFG020653(gb|WP_001166958),1,1,8740,1.1441647597254005e-4
VFG021052(gb|WP_000131297),1,1,8740,1.1441647597254005e-4
VFG021053(gb|WP_000131302),1,1,8740,1.1441647597254005e-4
VFG021054(gb|WP_000131291),1,1,8740,1.1441647597254005e-4
VFG021055(gb|WP_000131287),1,1,8740,1.1441647597254005e-4
VFG021056(gb|WP_000131277),1,1,8740,1.1441647597254005e-4
VFG021057(gb|WP_000131284),1,1,8740,1.1441647597254005e-4
VFG021058(gb|WP_000131298),1,1,8740,1.1441647597254005e-4
VFG021059(gb|WP_000131296),1,1,8740,1.1441647597254005e-4
VFG021120,1,1,8740,1.1441647597254005e-4
VFG021121(gb|WP_000375804),1,1,8740,1.1441647597254005e-4
VFG021122,1,1,8740,1.1441647597254005e-4
VFG021123,1,1,8740,1.1441647597254005e-4
VFG021124,1,1,8740,1.1441647597254005e-4
VFG021125(gb|WP_000375785),1,1,8740,1.1441647597254005e-4
VFG021126(gb|WP_000375782),1,1,8740,1.1441647597254005e-4
VFG021335(gb|WP_000792956),1,1,8740,1.1441647597254005e-4
VFG021336(gb|WP_000792960),1,1,8740,1.1441647597254005e-4
VFG021337(gb|WP_000792957),1,1,8740,1.1441647597254005e-4
VFG021339(gb|WP_000792958),1,1,8740,1.1441647597254005e-4
VFG021341(gb|WP_000792957),1,1,8740,1.1441647597254005e-4
VFG021342(gb|WP_000914256),1,1,8740,1.1441647597254005e-4
VFG021344(gb|WP_000914254),1,1,8740,1.1441647597254005e-4
VFG021346(gb|WP_000914254),1,1,8740,1.1441647597254005e-4
VFG021348(gb|WP_000914255),1,1,8740,1.1441647597254005e-4
VFG021349(gb|WP_000220309),1,1,8740,1.1441647597254005e-4
VFG021350(gb|WP_000220316),1,1,8740,1.1441647597254005e-4
VFG021351,1,1,8740,1.1441647597254005e-4
VFG021352(gb|WP_000220313),1,1,8740,1.1441647597254005e-4
VFG021353,1,1,8740,1.1441647597254005e-4
VFG021355(gb|WP_000220311),1,1,8740,1.1441647597254005e-4
VFG021516(gb|WP_000981787),1,1,8740,1.1441647597254005e-4
VFG021517(gb|WP_000981798),1,1,8740,1.1441647597254005e-4
VFG021518(gb|WP_000981797),1,1,8740,1.1441647597254005e-4
VFG021519(gb|WP_000981799),1,1,8740,1.1441647597254005e-4
VFG021520(gb|WP_000981789),1,1,8740,1.1441647597254005e-4
VFG021521(gb|WP_000981807),1,1,8740,1.1441647597254005e-4
VFG021620(gb|WP_001160718),1,1,8740,1.1441647597254005e-4
VFG021621(gb|WP_001160699),1,1,8740,1.1441647597254005e-4
VFG021622(gb|WP_001160704),1,1,8740,1.1441647597254005e-4
VFG021623(gb|WP_001160707),1,1,8740,1.1441647597254005e-4
VFG021624(gb|WP_001160707),1,1,8740,1.1441647597254005e-4
VFG021625(gb|WP_001160707),1,1,8740,1.1441647597254005e-4
VFG021626(gb|WP_001160700),1,1,8740,1.1441647597254005e-4
VFG021632,1,1,8740,1.1441647597254005e-4
VFG021743(gb|WP_000007887),1,1,8740,1.1441647597254005e-4
VFG021820(gb|WP_003893504),1,8052,8740,0.9212814645308924
VFG021820(gb|WP_003893504),2,2407,2839,0.8478337442761535
VFG021860(gb|WP_011726611),1,1,8740,1.1441647597254005e-4
VFG022385(gb|WP_041319509),1,432,8740,0.0494279176201373
VFG022385(gb|WP_041319509),2,74,2839,0.02606551602676999
VFG022392(gb|WP_013829148),1,539,8740,0.06167048054919908
VFG022415(gb|WP_014001494),1,1,8740,1.1441647597254005e-4
VFG022563(gb|WP_041180119),2,1,2839,3.522367030644593e-4
