Genome_ID,Clade,Niche,Genomovar_Cluster,Clone_Cluster
GCA_027571155.1,CladeA,CF,Cluster_10,Cluster_1331
GCA_027571175.1,CladeA,CF,Cluster_82,Cluster_691
GCA_027571195.1,CladeA,CF,Cluster_10,Cluster_1304
GCA_027571215.1,CladeA,CF,Cluster_48,Cluster_1332
GCA_027571305.1,CladeA,CF,Cluster_82,Cluster_691
GCA_027571325.1,CladeA,CF,Cluster_24,Cluster_1333
GCA_027571345.1,CladeB,CF,Cluster_4,Cluster_1334
GCA_027571365.1,CladeB,CF,Cluster_4,Cluster_1334
GCA_027583375.1,CladeB,Lung,Cluster_11,Cluster_256
GCA_027583445.1,CladeB,Sputum,Cluster_12,Cluster_284
GCA_027583515.1,CladeA,Built.Environment,Cluster_5,Cluster_1335
GCA_027583525.1,CladeA,Sputum,Cluster_5,Cluster_281
GCA_027583535.1,CladeA,Lung,Cluster_5,Cluster_1336
GCA_027583575.1,CladeA,Sputum,Cluster_5,Cluster_1337
GCA_027583585.1,CladeA,Sputum,Cluster_5,Cluster_281
GCA_027583615.1,CladeA,Lung,Cluster_5,Cluster_281
GCA_027583635.1,CladeA,Lung,Cluster_5,Cluster_281
GCA_027583655.1,CladeB,Lung,Cluster_11,Cluster_256
GCA_027583695.1,CladeB,Sputum,Cluster_11,Cluster_256
GCA_027583705.1,CladeB,Lung,Cluster_11,Cluster_256
GCA_027583735.1,CladeA,Lung,Cluster_5,Cluster_281
GCA_027583755.1,CladeB,Sputum,Cluster_11,Cluster_256
GCA_027583775.1,CladeA,Sputum,Cluster_99,Cluster_285
GCA_027583795.1,CladeA,Lung,Cluster_99,Cluster_285
GCA_027583815.1,CladeA,Sputum,Cluster_20,Cluster_287
GCA_027587335.1,CladeA,Lung,Cluster_99,Cluster_285
GCA_027587355.1,CladeA,Wound,Cluster_99,Cluster_285
GCA_027594685.1,CladeA,Sputum,Cluster_31,Cluster_1338
GCA_027594965.1,CladeA,Blood,Cluster_43,Cluster_1339
GCA_027626995.1,CladeA,CF,Cluster_10,Cluster_1320
GCA_027627015.1,CladeA,CF,Cluster_2,Cluster_1340
GCA_027627025.1,CladeA,CF,Cluster_66,Cluster_1341
GCA_027627035.1,CladeA,CF,Cluster_10,Cluster_1342
GCA_027627075.1,CladeA,CF,Cluster_60,Cluster_184
GCA_027627095.1,CladeA,CF,Cluster_28,Cluster_1343
GCA_027627115.1,CladeA,CF,Cluster_25,Cluster_37
GCA_027627125.1,CladeA,CF,Cluster_40,Cluster_1344
GCA_027627175.1,CladeA,CF,Cluster_162,Cluster_1345
GCA_027627185.1,CladeA,CF,Cluster_60,Cluster_1346
GCA_027627285.1,CladeA,CF,Cluster_5,Cluster_1347
GCA_027856155.1,CladeA,Built.Environment,Cluster_262,Cluster_1348
GCA_027856235.1,CladeA,Urinary,Cluster_5,Cluster_1349
GCA_027857055.1,CladeA,Aquatic,Cluster_263,Cluster_1350
GCA_027857065.1,CladeB,Waste.Water,Cluster_52,Cluster_1351
GCA_027857075.1,CladeB,Waste.Water,Cluster_52,Cluster_1351
GCA_027857085.1,CladeB,Waste.Water,Cluster_52,Cluster_1351
GCA_027857155.1,CladeB,Aquatic,Cluster_126,Cluster_386
GCA_027857165.1,CladeB,Aquatic,Cluster_126,Cluster_386
GCA_027857185.1,CladeA,Aquatic,Cluster_149,Cluster_1352
GCA_027857215.1,CladeA,Aquatic,Cluster_138,Cluster_1353
GCA_027857235.1,CladeA,Aquatic,Cluster_258,Cluster_1354
GCA_027857255.1,CladeA,Aquatic,Cluster_24,Cluster_1355
GCA_027857275.1,CladeA,Aquatic,Cluster_10,Cluster_1356
GCA_027857285.1,CladeA,Aquatic,Cluster_66,Cluster_1357
GCA_027857315.1,CladeA,Aquatic,Cluster_10,Cluster_1356
GCA_027857325.1,CladeB,Waste.Water,Cluster_11,Cluster_1358
GCA_027857365.1,CladeB,Waste.Water,Cluster_11,Cluster_1358
GCA_027857395.1,CladeA,Waste.Water,Cluster_35,Cluster_1359
GCA_027857405.1,CladeA,Waste.Water,Cluster_5,Cluster_1360
GCA_027891115.1,CladeB,Sputum,Cluster_16,Cluster_22
GCA_027908735.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_027959685.3,CladeB,Wound,Cluster_11,Cluster_1361
GCA_028053955.3,CladeB,Sputum,Cluster_32,Cluster_939
GCA_028053975.4,CladeA,Sputum,Cluster_94,Cluster_1362
GCA_028053995.3,CladeB,Urinary,Cluster_52,Cluster_564
GCA_028057075.3,CladeB,Ear,Cluster_112,Cluster_1363
GCA_028057675.3,CladeA,Sputum,Cluster_230,Cluster_1364
GCA_028058275.3,CladeB,Urinary,Cluster_11,Cluster_1365
GCA_028062185.3,CladeA,Wound,Cluster_60,Cluster_1366
GCA_028062835.3,CladeB,Sputum,Cluster_11,Cluster_1367
GCA_028062845.3,CladeA,Sputum,Cluster_10,Cluster_1368
GCA_028062935.3,CladeB,Sputum,Cluster_11,Cluster_1367
GCA_028063055.3,CladeB,Urinary,Cluster_52,Cluster_1259
GCA_028063095.3,CladeA,Sputum,Cluster_36,Cluster_1369
GCA_028063215.3,CladeB,Blood,Cluster_11,Cluster_569
GCA_028063995.3,CladeA,Urinary,Cluster_20,Cluster_1370
GCA_028064255.3,CladeA,Urinary,Cluster_20,Cluster_1371
GCA_028064675.3,CladeA,Sputum,Cluster_5,Cluster_1372
GCA_028065035.3,CladeA,Sputum,Cluster_113,Cluster_1373
GCA_028065855.3,CladeA,Urinary,Cluster_24,Cluster_1374
GCA_028066515.3,CladeA,Wound,Cluster_78,Cluster_1375
GCA_028188985.3,CladeB,Eye,Cluster_32,Cluster_939
GCA_028307885.1,CladeA,Lung,Cluster_10,Cluster_1376
GCA_028331285.1,CladeA,Animal,Cluster_48,Cluster_1377
GCA_028331455.1,CladeA,Throat,Cluster_141,Cluster_1378
GCA_028331485.1,CladeA,Throat,Cluster_141,Cluster_1378
GCA_028331495.1,CladeB,Throat,Cluster_55,Cluster_1379
GCA_028331545.1,CladeA,Throat,Cluster_242,Cluster_1380
GCA_028331555.1,CladeA,Throat,Cluster_40,Cluster_1381
GCA_028331605.1,CladeB,Throat,Cluster_16,Cluster_1382
GCA_028331645.1,CladeA,Throat,Cluster_202,Cluster_1383
GCA_028366335.3,CladeB,Rectal/Feces,Cluster_32,Cluster_939
GCA_028366415.3,CladeB,Rectal/Feces,Cluster_32,Cluster_939
GCA_028366535.3,CladeA,Lung,Cluster_10,Cluster_1384
GCA_028367665.1,CladeA,Urinary,Cluster_1,Cluster_1385
GCA_028403965.1,CladeA,Lung,Cluster_1,Cluster_1386
GCA_028404005.1,CladeA,Urinary,Cluster_1,Cluster_1387
GCA_028404025.1,CladeA,Sputum,Cluster_1,Cluster_27
GCA_028404045.1,CladeA,Sputum,Cluster_1,Cluster_1388
GCA_028404065.1,CladeA,Urinary,Cluster_1,Cluster_8
GCA_028404085.1,CladeA,Lung,Cluster_1,Cluster_1389
GCA_028404105.1,CladeA,Urinary,Cluster_1,Cluster_1390
GCA_028435275.1,CladeA,CF,Cluster_26,Cluster_1391
GCA_028435405.1,CladeA,CF,Cluster_264,Cluster_1392
GCA_028435425.1,CladeA,CF,Cluster_2,Cluster_1393
GCA_028435445.1,CladeA,CF,Cluster_1,Cluster_1394
GCA_028435455.1,CladeA,CF,Cluster_50,Cluster_1395
GCA_028435485.1,CladeB,CF,Cluster_55,Cluster_1396
GCA_028435515.1,CladeA,CF,Cluster_10,Cluster_1397
GCA_028435545.1,CladeA,CF,Cluster_66,Cluster_1398
GCA_028435555.1,CladeA,CF,Cluster_66,Cluster_1398
GCA_028435585.1,CladeA,CF,Cluster_66,Cluster_1398
GCA_028435605.1,CladeA,CF,Cluster_20,Cluster_1399
GCA_028435625.1,CladeB,CF,Cluster_17,Cluster_1400
GCA_028435645.1,CladeB,CF,Cluster_17,Cluster_1401
GCA_028435665.1,CladeA,CF,Cluster_10,Cluster_1402
GCA_028435685.1,CladeA,CF,Cluster_237,Cluster_1403
GCA_028435705.1,CladeA,CF,Cluster_10,Cluster_1404
GCA_028435785.1,CladeA,CF,Cluster_22,Cluster_1405
GCA_028435815.1,CladeA,CF,Cluster_184,Cluster_1406
GCA_028435825.1,CladeA,CF,Cluster_237,Cluster_1407
GCA_028435865.1,CladeA,CF,Cluster_10,Cluster_1408
GCA_028435945.1,CladeA,CF,Cluster_184,Cluster_1406
GCA_028439485.1,CladeA,Rectal/Feces,Cluster_20,Cluster_227
GCA_028448065.2,CladeB,Urinary,Cluster_12,Cluster_15
GCA_028517585.3,CladeB,Urinary,Cluster_126,Cluster_1409
GCA_028551535.1,CladeA,Rectal/Feces,Cluster_1,Cluster_1410
GCA_028567115.1,CladeA,CF,Cluster_1,Cluster_1411
GCA_028567125.1,CladeA,CF,Cluster_103,Cluster_1412
GCA_028567155.1,CladeB,CF,Cluster_176,Cluster_1413
GCA_028567195.1,CladeA,CF,Cluster_5,Cluster_1414
GCA_028567215.1,CladeA,CF,Cluster_24,Cluster_1415
GCA_028567235.1,CladeA,CF,Cluster_140,Cluster_1416
GCA_028567255.1,CladeA,CF,Cluster_10,Cluster_1417
GCA_028567265.1,CladeC,CF,Cluster_250,Cluster_1418
GCA_028567275.1,CladeA,CF,Cluster_89,Cluster_1419
GCA_028567285.1,CladeA,CF,Cluster_10,Cluster_1420
GCA_028567335.1,CladeA,CF,Cluster_24,Cluster_1421
GCA_028567355.1,CladeA,CF,Cluster_152,Cluster_1422
GCA_028567365.1,CladeB,CF,Cluster_64,Cluster_1423
GCA_028567395.1,CladeA,CF,Cluster_198,Cluster_1424
GCA_028567415.1,CladeB,CF,Cluster_114,Cluster_1425
GCA_028567435.1,CladeA,CF,Cluster_24,Cluster_1426
GCA_028567455.1,CladeB,CF,Cluster_17,Cluster_1427
GCA_028567465.1,CladeB,CF,Cluster_17,Cluster_1427
GCA_028567475.1,CladeA,CF,Cluster_25,Cluster_1428
GCA_028567515.1,CladeA,CF,Cluster_26,Cluster_1429
GCA_028567575.1,CladeA,CF,Cluster_103,Cluster_1412
GCA_028567585.1,CladeA,CF,Cluster_48,Cluster_1430
GCA_028567615.1,CladeA,CF,Cluster_2,Cluster_1431
GCA_028567625.1,CladeA,CF,Cluster_103,Cluster_1412
GCA_028567655.1,CladeA,CF,Cluster_60,Cluster_1432
GCA_028567675.1,CladeA,CF,Cluster_60,Cluster_1433
GCA_028567695.1,CladeA,CF,Cluster_265,Cluster_1434
GCA_028567705.1,CladeA,CF,Cluster_78,Cluster_1435
GCA_028567735.1,CladeA,CF,Cluster_266,Cluster_1436
GCA_028567755.1,CladeA,CF,Cluster_10,Cluster_1437
GCA_028567775.1,CladeA,CF,Cluster_230,Cluster_1438
GCA_028567785.1,CladeA,CF,Cluster_10,Cluster_1439
GCA_028567815.1,CladeA,CF,Cluster_2,Cluster_1440
GCA_028567845.1,CladeA,CF,Cluster_41,Cluster_1441
GCA_028567875.1,CladeA,CF,Cluster_26,Cluster_1442
GCA_028567895.1,CladeA,CF,Cluster_5,Cluster_1443
GCA_028567915.1,CladeA,CF,Cluster_93,Cluster_1444
GCA_028567925.1,CladeA,CF,Cluster_230,Cluster_1445
GCA_028567955.1,CladeA,CF,Cluster_103,Cluster_1446
GCA_028567975.1,CladeA,CF,Cluster_267,Cluster_1447
GCA_028567995.1,CladeA,CF,Cluster_268,Cluster_1448
GCA_028568015.1,CladeA,CF,Cluster_34,Cluster_1449
GCA_028568035.1,CladeA,CF,Cluster_258,Cluster_1450
GCA_028568055.1,CladeA,CF,Cluster_103,Cluster_1451
GCA_028568075.1,CladeA,CF,Cluster_115,Cluster_1452
GCA_028568085.1,CladeA,CF,Cluster_5,Cluster_1453
GCA_028568115.1,CladeA,CF,Cluster_10,Cluster_1454
GCA_028568135.1,CladeB,CF,Cluster_42,Cluster_1455
GCA_028568175.1,CladeA,CF,Cluster_95,Cluster_1456
GCA_028568195.1,CladeA,CF,Cluster_103,Cluster_1457
GCA_028568215.1,CladeA,CF,Cluster_269,Cluster_1458
GCA_028568235.1,CladeB,CF,Cluster_126,Cluster_1459
GCA_028568275.1,CladeA,CF,Cluster_2,Cluster_1460
GCA_028568295.1,CladeA,CF,Cluster_103,Cluster_1461
GCA_028568315.1,CladeA,CF,Cluster_20,Cluster_1462
GCA_028568325.1,CladeA,CF,Cluster_10,Cluster_1463
GCA_028568355.1,CladeA,CF,Cluster_270,Cluster_1464
GCA_028568375.1,CladeA,CF,Cluster_35,Cluster_1465
GCA_028568385.1,CladeA,CF,Cluster_20,Cluster_1466
GCA_028568415.1,CladeA,CF,Cluster_10,Cluster_1467
GCA_028568425.1,CladeA,CF,Cluster_82,Cluster_1468
GCA_028568455.1,CladeB,CF,Cluster_17,Cluster_615
GCA_028568475.1,CladeA,CF,Cluster_5,Cluster_590
GCA_028568485.1,CladeA,CF,Cluster_9,Cluster_613
GCA_028568515.1,CladeA,CF,Cluster_10,Cluster_605
GCA_028568535.1,CladeA,CF,Cluster_10,Cluster_604
GCA_028568555.1,CladeA,CF,Cluster_149,Cluster_1469
GCA_028568575.1,CladeA,CF,Cluster_230,Cluster_1470
GCA_028568585.1,CladeA,CF,Cluster_10,Cluster_605
GCA_028568655.1,CladeB,CF,Cluster_17,Cluster_814
GCA_028568665.1,CladeA,CF,Cluster_70,Cluster_1471
GCA_028568785.1,CladeA,CF,Cluster_24,Cluster_1472
GCA_028568895.1,CladeA,CF,Cluster_26,Cluster_1473
GCA_028568995.1,CladeA,CF,Cluster_75,Cluster_1474
GCA_028569195.1,CladeA,CF,Cluster_24,Cluster_1475
GCA_028569315.1,CladeA,CF,Cluster_271,Cluster_1476
GCA_028569325.1,CladeA,CF,Cluster_14,Cluster_1477
GCA_028569335.1,CladeA,CF,Cluster_272,Cluster_1478
GCA_028569395.1,CladeA,CF,Cluster_273,Cluster_1479
GCA_028569405.1,CladeA,CF,Cluster_10,Cluster_1480
GCA_028569425.1,CladeA,CF,Cluster_141,Cluster_1481
GCA_028569435.1,CladeA,CF,Cluster_273,Cluster_1482
GCA_028569475.1,CladeA,CF,Cluster_258,Cluster_1483
GCA_028569495.1,CladeA,CF,Cluster_20,Cluster_1484
GCA_028569515.1,CladeA,CF,Cluster_60,Cluster_1485
GCA_028569525.1,CladeA,CF,Cluster_46,Cluster_1486
GCA_028569555.1,CladeA,CF,Cluster_66,Cluster_1487
GCA_028569575.1,CladeA,CF,Cluster_58,Cluster_1488
GCA_028569595.1,CladeA,CF,Cluster_239,Cluster_1489
GCA_028569675.1,CladeA,CF,Cluster_1,Cluster_1490
GCA_028569695.1,CladeA,CF,Cluster_9,Cluster_1491
GCA_028569715.1,CladeA,CF,Cluster_63,Cluster_1492
GCA_028569735.1,CladeA,CF,Cluster_274,Cluster_1493
GCA_028569745.1,CladeA,CF,Cluster_40,Cluster_1494
GCA_028569775.1,CladeA,CF,Cluster_82,Cluster_691
GCA_028569785.1,CladeB,CF,Cluster_275,Cluster_1495
GCA_028569815.1,CladeB,CF,Cluster_275,Cluster_1496
GCA_028569835.1,CladeA,CF,Cluster_40,Cluster_1497
GCA_028569865.1,CladeA,CF,Cluster_60,Cluster_184
GCA_028569875.1,CladeA,CF,Cluster_30,Cluster_94
GCA_028569905.1,CladeA,CF,Cluster_128,Cluster_1498
GCA_028569925.1,CladeA,CF,Cluster_2,Cluster_1499
GCA_028569945.1,CladeB,CF,Cluster_275,Cluster_1500
GCA_028569965.1,CladeA,CF,Cluster_43,Cluster_1501
GCA_028593825.1,CladeB,Urinary,Cluster_114,Cluster_1502
GCA_028594365.1,CladeA,Urinary,Cluster_1,Cluster_1503
GCA_028595335.1,CladeB,Urinary,Cluster_12,Cluster_1504
GCA_028595385.1,CladeB,Urinary,Cluster_12,Cluster_1505
GCA_028595405.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_028595425.1,CladeA,Urinary,Cluster_276,Cluster_1506
GCA_028595435.1,CladeA,Urinary,Cluster_61,Cluster_1507
GCA_028595445.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_028595485.1,CladeB,Urinary,Cluster_12,Cluster_1504
GCA_028595505.2,CladeA,Urinary,Cluster_5,Cluster_1508
GCA_028595525.2,CladeA,Urinary,Cluster_123,Cluster_1509
GCA_028595535.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_028595585.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_028595605.1,CladeA,Urinary,Cluster_123,Cluster_1509
GCA_028595615.2,CladeA,Urinary,Cluster_5,Cluster_1508
GCA_028595635.1,CladeB,Urinary,Cluster_12,Cluster_1504
GCA_028595665.1,CladeA,Urinary,Cluster_61,Cluster_1507
GCA_028595685.1,CladeA,Urinary,Cluster_5,Cluster_1508
GCA_028595705.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_028595725.1,CladeA,Urinary,Cluster_277,Cluster_1510
GCA_028595745.1,CladeA,Urinary,Cluster_5,Cluster_1508
GCA_028595755.1,CladeA,Urinary,Cluster_61,Cluster_1507
GCA_028595815.1,CladeA,Urinary,Cluster_5,Cluster_1508
GCA_028595865.2,CladeA,Urinary,Cluster_61,Cluster_1507
GCA_028595885.1,CladeA,Urinary,Cluster_5,Cluster_1508
GCA_028595895.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_028622015.1,CladeB,Blood,Cluster_64,Cluster_1511
GCA_028644255.3,CladeA,Rectal/Feces,Cluster_50,Cluster_1512
GCA_028683175.1,CladeA,Lung,Cluster_34,Cluster_1513
GCA_028683195.1,CladeA,Lung,Cluster_278,Cluster_1514
GCA_028683205.1,CladeA,Lung,Cluster_14,Cluster_1515
GCA_028683235.1,CladeA,Urinary,Cluster_247,Cluster_1516
GCA_028683285.1,CladeA,Lung,Cluster_10,Cluster_1517
GCA_028753595.3,CladeB,Urinary,Cluster_17,Cluster_1518
GCA_028804015.1,CladeA,CF,Cluster_2,Cluster_1519
GCA_028804055.1,CladeA,CF,Cluster_9,Cluster_1520
GCA_028804085.1,CladeA,CF,Cluster_60,Cluster_1129
GCA_028804095.1,CladeA,CF,Cluster_60,Cluster_1521
GCA_028805645.1,CladeA,CF,Cluster_2,Cluster_356
GCA_028805815.1,CladeA,CF,Cluster_9,Cluster_1522
GCA_028805835.1,CladeA,CF,Cluster_9,Cluster_1132
GCA_028805965.1,CladeA,CF,Cluster_9,Cluster_1523
GCA_028805985.1,CladeB,CF,Cluster_11,Cluster_1524
GCA_028808355.1,CladeA,CF,Cluster_2,Cluster_1525
GCA_028808375.1,CladeA,CF,Cluster_60,Cluster_1526
GCA_028808415.1,CladeB,CF,Cluster_64,Cluster_1527
GCA_028808435.1,CladeB,CF,Cluster_11,Cluster_1528
GCA_028814015.1,CladeA,CF,Cluster_60,Cluster_184
GCA_028826575.1,CladeA,CF,Cluster_82,Cluster_691
GCA_028826635.1,CladeA,CF,Cluster_82,Cluster_691
GCA_028826655.1,CladeA,CF,Cluster_82,Cluster_691
GCA_028826675.1,CladeA,CF,Cluster_82,Cluster_691
GCA_028895145.1,CladeA,Blood,Cluster_20,Cluster_1529
GCA_028895265.1,CladeA,Ear,Cluster_60,Cluster_184
GCA_028904995.3,CladeB,Urinary,Cluster_11,Cluster_1530
GCA_028937265.3,CladeB,Blood,Cluster_64,Cluster_1531
GCA_028970225.1,CladeA,Terrestrial,Cluster_5,Cluster_1532
GCA_028994295.1,CladeA,Urinary,Cluster_10,Cluster_30
GCA_028994335.1,CladeA,Ocean,Cluster_10,Cluster_30
GCA_028994375.1,CladeA,Sputum,Cluster_10,Cluster_30
GCA_028994405.1,CladeA,Urinary,Cluster_90,Cluster_623
GCA_028994475.1,CladeA,Urinary,Cluster_5,Cluster_590
GCA_029048445.2,CladeB,Urinary,Cluster_32,Cluster_939
GCA_029102685.1,CladeA,Lung,Cluster_279,Cluster_1533
GCA_029102705.1,CladeA,Lung,Cluster_26,Cluster_1534
GCA_029102715.1,CladeB,Urinary,Cluster_12,Cluster_1535
GCA_029102905.1,CladeB,Lung,Cluster_57,Cluster_1536
GCA_029102915.1,CladeA,Ocean,Cluster_168,Cluster_1537
GCA_029102935.1,CladeA,Aquatic,Cluster_43,Cluster_1538
GCA_029103055.1,CladeA,Aquatic,Cluster_24,Cluster_1539
GCA_029174605.3,CladeA,Urinary,Cluster_9,Cluster_1540
GCA_029214105.3,CladeB,Eye,Cluster_32,Cluster_939
GCA_029223505.1,CladeB,Blood,Cluster_16,Cluster_22
GCA_029233625.3,CladeA,Lung,Cluster_116,Cluster_1541
GCA_029323475.3,CladeA,Sputum,Cluster_9,Cluster_425
GCA_029380325.1,CladeA,Sputum,Cluster_10,Cluster_1542
GCA_029397015.1,CladeB,Lung,Cluster_81,Cluster_627
GCA_029397095.1,CladeA,Built.Environment,Cluster_2,Cluster_356
GCA_029397175.1,CladeA,Lung,Cluster_2,Cluster_1543
GCA_029397235.1,CladeA,Wound,Cluster_2,Cluster_1544
GCA_029397255.1,CladeB,Lung,Cluster_81,Cluster_627
GCA_029397295.1,CladeB,Sputum,Cluster_17,Cluster_781
GCA_029397375.1,CladeA,Sputum,Cluster_2,Cluster_1543
GCA_029397435.1,CladeB,Built.Environment,Cluster_17,Cluster_1545
GCA_029397595.1,CladeB,Urinary,Cluster_17,Cluster_1546
GCA_029397675.1,CladeB,Urinary,Cluster_17,Cluster_781
GCA_029397695.1,CladeA,Sputum,Cluster_2,Cluster_356
GCA_029397895.1,CladeA,Burn,Cluster_2,Cluster_1543
GCA_029397955.1,CladeA,Sputum,Cluster_2,Cluster_1547
GCA_029397975.1,CladeA,Lung,Cluster_2,Cluster_356
GCA_029398015.1,CladeA,Built.Environment,Cluster_2,Cluster_356
GCA_029398055.1,CladeA,Lung,Cluster_2,Cluster_1548
GCA_029398075.1,CladeA,Built.Environment,Cluster_2,Cluster_513
GCA_029398165.1,CladeB,Built.Environment,Cluster_17,Cluster_1545
GCA_029398195.1,CladeB,Sputum,Cluster_17,Cluster_1549
GCA_029398255.1,CladeA,Sputum,Cluster_2,Cluster_356
GCA_029398335.1,CladeB,Lung,Cluster_81,Cluster_627
GCA_029398355.1,CladeB,Burn,Cluster_81,Cluster_627
GCA_029398495.1,CladeB,Burn,Cluster_81,Cluster_627
GCA_029398535.1,CladeB,Lung,Cluster_81,Cluster_627
GCA_029398675.1,CladeB,Built.Environment,Cluster_81,Cluster_627
GCA_029398695.1,CladeA,Built.Environment,Cluster_2,Cluster_1543
GCA_029398715.1,CladeB,Built.Environment,Cluster_81,Cluster_627
GCA_029398735.1,CladeB,Built.Environment,Cluster_17,Cluster_1545
GCA_029398775.1,CladeB,Built.Environment,Cluster_81,Cluster_627
GCA_029398835.1,CladeB,Built.Environment,Cluster_81,Cluster_627
GCA_029398875.1,CladeA,Built.Environment,Cluster_2,Cluster_1550
GCA_029398895.1,CladeA,Lung,Cluster_2,Cluster_356
GCA_029399055.1,CladeB,Lung,Cluster_81,Cluster_627
GCA_029399095.1,CladeB,Lung,Cluster_81,Cluster_627
GCA_029399175.1,CladeB,Lung,Cluster_81,Cluster_627
GCA_029399195.1,CladeB,Built.Environment,Cluster_17,Cluster_1545
GCA_029399235.1,CladeB,Sputum,Cluster_81,Cluster_1551
GCA_029399655.1,CladeA,Urinary,Cluster_280,Cluster_1552
GCA_029399695.1,CladeB,Lung,Cluster_57,Cluster_1553
GCA_029399715.1,CladeA,Wound,Cluster_10,Cluster_1554
GCA_029399755.1,CladeA,Lung,Cluster_9,Cluster_1555
GCA_029399775.1,CladeA,Urinary,Cluster_103,Cluster_1556
GCA_029399815.1,CladeA,Sputum,Cluster_94,Cluster_1557
GCA_029399835.1,CladeA,Urinary,Cluster_281,Cluster_1558
GCA_029400175.1,CladeB,Built.Environment,Cluster_17,Cluster_1545
GCA_029400235.1,CladeA,Lung,Cluster_2,Cluster_356
GCA_029400415.1,CladeB,Aquatic,Cluster_17,Cluster_1545
GCA_029400515.1,CladeB,Aquatic,Cluster_81,Cluster_627
GCA_029421795.3,CladeB,Urinary,Cluster_11,Cluster_1559
GCA_029423715.3,CladeB,Urinary,Cluster_52,Cluster_1351
GCA_029448395.3,CladeB,Sputum,Cluster_64,Cluster_1560
GCA_029520895.1,CladeA,Hospital.Environment,Cluster_9,Cluster_1561
GCA_029568445.1,CladeA,Urinary,Cluster_26,Cluster_1562
GCA_029570335.1,CladeA,Blood,Cluster_1,Cluster_27
GCA_029580535.3,CladeB,Urinary,Cluster_52,Cluster_1302
GCA_029603265.1,CladeA,Wound,Cluster_75,Cluster_1563
GCA_029603285.1,CladeA,Lung,Cluster_206,Cluster_1564
GCA_029603305.1,CladeA,Wound,Cluster_230,Cluster_1565
GCA_029603315.1,CladeB,Lung,Cluster_11,Cluster_256
GCA_029603345.1,CladeB,Lung,Cluster_11,Cluster_256
GCA_029603365.1,CladeB,Wound,Cluster_12,Cluster_15
GCA_029603375.1,CladeB,Wound,Cluster_12,Cluster_15
GCA_029603405.1,CladeB,Wound,Cluster_12,Cluster_15
GCA_029603415.1,CladeB,Lung,Cluster_156,Cluster_1566
GCA_029603445.1,CladeB,Blood,Cluster_11,Cluster_256
GCA_029603465.1,CladeA,Blood,Cluster_50,Cluster_1567
GCA_029603475.1,CladeA,Lung,Cluster_75,Cluster_1563
GCA_029603505.1,CladeA,Wound,Cluster_58,Cluster_1568
GCA_029603525.1,CladeA,Lung,Cluster_50,Cluster_1567
GCA_029603545.1,CladeB,Wound,Cluster_11,Cluster_1569
GCA_029603565.1,CladeB,Wound,Cluster_11,Cluster_1570
GCA_029603575.1,CladeA,Wound,Cluster_282,Cluster_1571
GCA_029603595.1,CladeA,Urinary,Cluster_90,Cluster_1572
GCA_029603625.1,CladeA,Blood,Cluster_283,Cluster_1573
GCA_029603645.1,CladeA,Wound,Cluster_50,Cluster_1567
GCA_029603655.1,CladeB,Wound,Cluster_16,Cluster_1574
GCA_029603665.1,CladeB,Wound,Cluster_11,Cluster_256
GCA_029603705.1,CladeB,Wound,Cluster_11,Cluster_256
GCA_029603725.1,CladeB,Lung,Cluster_112,Cluster_1575
GCA_029603745.1,CladeB,Urinary,Cluster_11,Cluster_1576
GCA_029603755.1,CladeA,Wound,Cluster_50,Cluster_1567
GCA_029603785.1,CladeB,Blood,Cluster_11,Cluster_256
GCA_029603805.1,CladeA,Lung,Cluster_75,Cluster_1563
GCA_029603825.1,CladeB,Lung,Cluster_11,Cluster_256
GCA_029603835.1,CladeB,Lung,Cluster_11,Cluster_1577
GCA_029603865.1,CladeB,Urinary,Cluster_55,Cluster_1578
GCA_029603875.1,CladeA,Urinary,Cluster_231,Cluster_1579
GCA_029603905.1,CladeA,Lung,Cluster_206,Cluster_1580
GCA_029603925.1,CladeA,Wound,Cluster_75,Cluster_1563
GCA_029603945.1,CladeA,Wound,Cluster_50,Cluster_1567
GCA_029603955.1,CladeA,Wound,Cluster_206,Cluster_1580
GCA_029603985.1,CladeA,Wound,Cluster_75,Cluster_1563
GCA_029604005.1,CladeA,Wound,Cluster_231,Cluster_1579
GCA_029604025.1,CladeA,Wound,Cluster_284,Cluster_1581
GCA_029604045.1,CladeB,Lung,Cluster_12,Cluster_15
GCA_029604065.1,CladeB,Wound,Cluster_12,Cluster_15
GCA_029604075.1,CladeB,Blood,Cluster_11,Cluster_256
GCA_029604105.1,CladeB,Wound,Cluster_12,Cluster_15
GCA_029604165.1,CladeA,Blood,Cluster_133,Cluster_414
GCA_029604175.1,CladeA,Blood,Cluster_58,Cluster_1582
GCA_029604215.1,CladeA,Lung,Cluster_75,Cluster_1563
GCA_029604245.1,CladeA,Lung,Cluster_50,Cluster_1567
GCA_029604265.1,CladeB,Lung,Cluster_156,Cluster_1566
GCA_029604275.1,CladeA,Urinary,Cluster_231,Cluster_1579
